Locus_tag	caec-3-291	caec-3-292	caec-3-293	caec-3-294	caec-3-295	caec-4-291	caec-4-292	caec-4-294	caec-6-141	caec-8-141	caec-8-142	caec-8-143	Bw1	Bw2	Bw3	Class_curated	Subsystem Name	Product PATRIC											
WCP94_003762	49	44	6	26	23	4	0	5	6	11	5	2	571	603	860	#N/A	#N/A	Phage protein											
WCP94_003763	239	252	24	163	175	52	59	58	67	53	110	64	2386	2528	3238	#N/A	#N/A	EBNA-1											
WCP94_003764	2	1	0	1	2	0	0	0	0	0	0	0	17	21	34	#N/A	#N/A	hypothetical protein											
WCP94_003765	47	59	8	38	37	18	3	13	17	8	21	5	492	523	827	#N/A	#N/A	hypothetical protein											
WCP94_003766	30	17	3	32	18	13	0	3	18	4	19	4	929	849	1404	#N/A	#N/A	Phage protein											
WCP94_003767	211	151	8	162	122	58	17	17	34	15	55	16	3598	4383	5974	#N/A	#N/A	Phage protein											
WCP94_003768	79	72	8	66	74	11	9	12	12	3	26	4	1055	1233	1505	#N/A	#N/A	Phage protein											
WCP94_003769	8	13	0	44	15	0	4	5	8	0	10	0	108	179	189	#N/A	#N/A	#N/A											
WCP94_003770	54	68	11	98	38	19	18	4	11	3	35	4	276	307	385	#N/A	#N/A	hypothetical protein											
WCP94_003771	26	34	10	70	20	11	4	14	5	6	21	9	219	255	258	#N/A	#N/A	#N/A											
WCP94_003772	3	24	0	55	10	5	0	4	4	8	2	0	132	131	174	#N/A	#N/A	hypothetical protein											
WCP94_003773	5	18	5	59	13	0	0	7	8	0	5	2	229	305	457	#N/A	#N/A	hypothetical protein											
WCP94_003774	8	12	0	66	12	7	6	12	2	2	10	0	102	115	122	#N/A	#N/A	hypothetical protein											
WCP94_003775	4	4	2	38	11	2	0	3	0	0	6	0	43	95	86	#N/A	#N/A	hypothetical protein											
WCP94_003776	147	108	12	285	104	42	40	46	20	10	55	19	867	1466	1298	#N/A	#N/A	hypothetical protein											
WCP94_003777	2	12	0	14	8	4	2	4	0	0	0	2	93	173	100	#N/A	#N/A	#N/A											
WCP94_003778	2544	1475	137	1997	2010	692	545	1320	231	200	1034	297	3718	6734	5914	#N/A	#N/A	Transcriptional regulator											
WCP94_003779	0	1	1	48	13	0	3	39	0	1	10	0	13	23	13	#N/A	#N/A	hypothetical protein											
WCP94_003780	63	39	2	217	90	15	11	39	10	10	3	5	1275	2480	2132	#N/A	#N/A	#N/A											
WCP94_003781	150	110	11	357	143	31	37	96	32	5	36	28	950	1968	1539	#N/A	#N/A	hypothetical protein											
WCP94_003782	124	109	14	250	139	36	48	75	15	19	48	23	319	633	453	#N/A	#N/A	hypothetical protein											
WCP94_003783	73	74	1	192	56	14	13	43	8	12	15	5	87	153	136	#N/A	#N/A	#N/A											
WCP94_003784	16	5	0	40	8	4	6	11	0	0	4	10	18	37	29	Carbohydrates	Ethanolamine utilization	Ethanolamine utilization protein EutP											
WCP94_003785	14	6	0	29	4	3	7	12	6	6	0	0	14	31	30	Carbohydrates	Ethanolamine utilization	Ethanolamine utilization polyhedral-body-like protein EutS											
WCP94_003786	12	16	4	49	21	4	2	8	0	0	0	2	14	82	32	Carbohydrates	Ethanolamine utilization	Ethanolamine ammonia-lyase light chain (EC 4.3.1.7)											
WCP94_003787	8	6	2	18	4	2	0	6	2	6	4	0	32	52	91	Carbohydrates	Ethanolamine utilization	Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)											
WCP94_003788	18	12	0	35	20	5	0	15	4	0	21	0	128	226	270	Energy and Precursor Metabolites Generation	Fermentations: Mixed acid	Alcohol dehydrogenase (EC 1.1.1.1)											
WCP94_003789	8	0	2	8	2	0	0	0	0	0	2	2	22	54	41	#N/A	#N/A	#N/A											
WCP94_003790	93	87	24	133	93	42	23	36	17	20	69	18	1359	2855	2082	#N/A	#N/A	"Two-component transcriptional response regulator, AtoC family"											
WCP94_003791	21	20	1	11	10	5	2	9	0	3	8	2	19	42	21	#N/A	#N/A	#N/A											
WCP94_003792	162	52	12	108	87	32	25	88	20	20	72	25	245	535	483	Amino Acids and Derivatives	Lysine DAP biosynthetic pathway	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)											
WCP94_003793	82	122	16	113	150	38	23	102	20	24	42	37	78	115	113	#N/A	#N/A	D-amino-acid oxidase (EC 1.4.3.3)											
WCP94_003794	20	16	8	25	34	1	1	28	7	0	5	3	12	26	20	#N/A	#N/A	hypothetical protein											
WCP94_003795	84	93	13	202	151	16	34	77	15	23	37	20	85	127	109	#N/A	#N/A	BFD domain protein (2Fe-2S)-binding domain protein											
WCP94_003796	9	7	0	10	19	4	0	3	2	0	1	0	6	9	16	#N/A	#N/A	#N/A											
WCP94_003797	33	43	4	106	57	12	14	49	8	12	34	8	165	403	398	#N/A	#N/A	Gluconate permease											
WCP94_003798	63	54	5	66	84	10	8	24	10	8	30	0	38	58	53	Energy and Precursor Metabolites Generation	Pyruvate Alanine Serine Interconversions	"L-serine dehydratase, beta subunit (EC 4.3.1.17)/ L-serine dehydratase, alpha subunit (EC 4.3.1.17)"											
WCP94_003799	40	22	10	47	38	6	7	22	4	5	27	2	16	33	39	#N/A	#N/A	#N/A											
WCP94_003800	205	182	35	349	219	58	59	118	33	27	142	91	156	244	254	Energy and Precursor Metabolites Generation	Methylglyoxal Metabolism	Aldehyde dehydrogenase (EC 1.2.1.3)											
WCP94_003801	292	358	52	483	349	144	68	233	91	62	209	101	405	772	693	#N/A	#N/A	hypothetical protein											
WCP94_003802	175	187	31	261	220	22	19	79	48	20	127	67	449	600	592	#N/A	#N/A	Putative multidrug resistance protein											
WCP94_003803	82	86	10	135	100	30	22	54	16	17	72	27	194	264	230	#N/A	#N/A	"Transcriptional regulator, AcrR family"											
WCP94_003804	0	0	0	4	2	0	0	2	0	0	0	0	2	0	2	#N/A	#N/A	#N/A											
WCP94_003805	33	24	0	18	25	70	16	20	6	2	18	16	606	999	928	#N/A	#N/A	"membrane protein, HPP family"											
WCP94_003806	20	23	6	8	16	13	2	13	0	2	23	9	1020	1446	1484	#N/A	#N/A	hypothetical protein											
WCP94_003807	149	90	20	77	71	55	34	41	14	8	36	13	1471	3215	2520	#N/A	#N/A	Uncharacterized zinc-finger containing protein YbiI											
WCP94_003808	688	606	82	814	608	184	158	365	104	90	397	157	1582	3041	2596	#N/A	#N/A	Na+/H+ antiporter NhaC											
WCP94_003809	169	82	10	125	105	59	39	65	42	13	64	19	84	205	173	#N/A	#N/A	#N/A											
WCP94_003810	149	121	48	359	327	81	56	271	17	27	155	38	15139	24336	24542	#N/A	#N/A	hypothetical protein											
WCP94_003811	144	103	13	115	146	54	46	139	14	13	94	12	355	784	770	#N/A	#N/A	Uncharacterized UPF0750 membrane protein											
WCP94_003812	2161	1379	133	1140	975	882	486	1357	249	181	1329	348	7161	13449	12716	#N/A	#N/A	#N/A											
WCP94_003813	197	150	30	347	239	98	89	332	16	40	177	46	410	914	659	#N/A	#N/A	#N/A											
WCP94_003814	701	391	46	905	618	72	89	158	70	34	99	24	370	441	512	#N/A	#N/A	#N/A											
WCP94_003815	1029	201	51	514	353	81	46	193	35	32	147	46	197	383	345	#N/A	#N/A	Hydrogenase maturation protease											
WCP94_003816	12275	1287	208	1695	1738	892	496	926	279	154	1004	377	1842	4470	3445	#N/A	#N/A	"Periplasmic HynAB-type cytochrome-c3 [NiFe] hydrogenase, large subunit (EC 1.12.2.1)"											
WCP94_003817	6704	677	134	779	725	457	218	421	159	117	618	195	2437	5226	4607	#N/A	#N/A	"Periplasmic HynAB-type cytochrome-c3 [NiFe] hydrogenase, small subunit (EC 1.12.2.1)"											
WCP94_003818	541	87	21	102	77	27	16	91	15	10	74	18	201	427	420	#N/A	#N/A	#N/A											
WCP94_003819	3	6	0	9	8	0	0	14	0	0	8	1	601	1347	1119	#N/A	#N/A	#N/A											
WCP94_003820	92	49	20	92	93	59	27	65	14	4	135	18	31447	60509	52124	#N/A	#N/A	hypothetical protein											
WCP94_003821	1331	578	144	698	567	705	503	750	115	189	633	355	1867	4624	3853	#N/A	#N/A	hypothetical protein											
WCP94_003822	765	584	74	559	740	231	229	380	145	91	355	158	280	520	492	#N/A	#N/A	hypothetical protein											
WCP94_003823	2331	1321	253	1058	1330	652	596	1014	353	255	979	308	2777	4840	4216	#N/A	#N/A	Proton/glutamate symporter @ Sodium/glutamate symporter											
WCP94_003824	11	11	5	8	17	2	0	8	2	0	9	5	41	55	62	#N/A	#N/A	#N/A											
WCP94_003825	2107	668	122	739	588	653	344	554	217	142	1056	209	1856	3579	3057	"Stress Response, Defense and Virulence"	Universal stress protein family	Universal stress protein family											
WCP94_003826	9	6	0	22	25	3	0	14	5	4	5	1	21	16	13	#N/A	#N/A	#N/A											
WCP94_003827	1377	1958	172	2449	2041	583	326	823	200	143	464	137	4064	7162	6115	#N/A	#N/A	Uncharacterized integral membrane protein GSU2901											
WCP94_003828	36	17	4	46	22	20	20	27	1	4	28	5	22	43	41	#N/A	#N/A	hypothetical protein											
WCP94_003829	137	97	20	165	108	112	92	118	23	22	120	48	118	239	187	#N/A	#N/A	hypothetical protein											
WCP94_003830	352	253	60	622	494	283	148	310	56	43	288	90	302	535	491	#N/A	#N/A	hypothetical protein											
WCP94_003831	214	505	52	472	397	52	53	242	66	15	113	41	358	735	581	#N/A	#N/A	hypothetical protein											
WCP94_003832	29	22	3	47	35	11	3	36	3	2	13	0	10	43	37	#N/A	#N/A	#N/A											
WCP94_003833	73	26	8	35	17	35	16	47	10	4	28	8	93	127	225	#N/A	#N/A	hypothetical protein											
WCP94_003834	197	128	12	198	129	67	22	97	26	14	85	51	3740	8662	7362	#N/A	#N/A	#N/A											
WCP94_003835	1325	621	49	410	391	362	124	491	104	72	646	113	901	1913	1665	#N/A	#N/A	diguanylate cyclase (GGDEF domain)											
WCP94_003836	391	335	38	340	218	72	61	368	72	35	157	45	248	510	388	#N/A	#N/A	Uncharacterized MFS-type transporter											
WCP94_003837	2983	1814	157	1052	1198	873	517	948	277	230	1508	374	3434	7383	5974	#N/A	#N/A	Serine protease											
WCP94_003838	0	4	2	7	4	2	0	6	0	0	12	0	14	32	22	#N/A	#N/A	#N/A											
WCP94_003839	4	1	2	4	6	0	0	10	2	0	2	0	6	12	14	#N/A	#N/A	#N/A											
WCP94_003840	18	31	2	52	40	2	4	148	0	0	6	2	41	77	65	#N/A	#N/A	#N/A											
WCP94_003841	6	7	0	7	3	2	0	10	0	0	2	0	4	8	13	#N/A	#N/A	#N/A											
WCP94_003842	1222	494	122	491	348	317	64	515	128	81	573	116	131	183	183	#N/A	#N/A	#N/A											
WCP94_003843	2632	1087	208	968	706	766	202	1311	256	131	1086	232	347	410	413	#N/A	#N/A	#N/A											
WCP94_003844	338	349	55	366	399	53	76	376	60	53	169	23	700	1164	1055	#N/A	#N/A	tRNA proofreading protein STM4549											
WCP94_003845	2318	944	152	1613	1529	819	513	2237	182	132	1211	269	1871	3403	3261	#N/A	#N/A	PAS											
WCP94_003846	1558	1536	215	1847	1962	368	344	1394	271	159	884	202	1692	3384	2996	#N/A	#N/A	"Two-component transcriptional response regulator, AtoC family"											
WCP94_003847	4	6	1	11	2	0	0	7	0	0	1	0	2	13	10	#N/A	#N/A	#N/A											
WCP94_003848	36034	22442	834	2184	6919	9713	10928	5987	6970	4340	31172	7486	1692	3785	3124	#N/A	#N/A	"ABC transporter, ATP-binding protein (cluster 1,maltose/g3p/polyamine/iron); ABC transporter, ATP-bindingprotein (cluster 10, nitrate/sulfonate/bicarbonate)"											
WCP94_003849	23232	12269	522	1117	2998	6158	6972	5087	4872	3369	23250	5279	656	2221	1481	#N/A	#N/A	"ABC transporter, permease protein (cluster 10, nitrate/sulfonate/bicarbonate)"											
WCP94_003850	22705	12668	582	1303	3296	7310	7103	6563	5554	3600	25702	5779	674	2355	1442	#N/A	#N/A	"ABC transporter, permease protein"											
WCP94_003851	18019	11830	716	2582	4281	6481	6602	7306	4668	3368	26405	5849	3363	8000	6585	#N/A	#N/A	"ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)"											
WCP94_003852	4400	3994	239	1028	1661	1717	1864	2246	1280	991	7119	1771	317	913	642	#N/A	#N/A	hypothetical protein											
WCP94_003853	89463	36991	3866	8863	18181	37601	19203	16501	15236	10998	76680	17159	5194	15039	10239	#N/A	#N/A	Alkanesulfonates-binding protein											
WCP94_003854	14076	10262	1150	2875	5338	8037	5305	4123	4449	3306	21523	5622	692	2182	1469	#N/A	#N/A	"ABC transporter, substrate-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)"											
WCP94_003855	54	72	8	43	21	13	28	101	19	19	91	6	6	10	3	#N/A	#N/A	#N/A											
WCP94_003856	244	257	37	228	317	102	130	456	57	53	249	51	534	1143	1063	#N/A	#N/A	hypothetical protein											
WCP94_003857	339	416	40	359	359	141	110	334	65	76	250	64	374	761	639	#N/A	#N/A	Rhodanese-like domain protein											
WCP94_003858	4820	7653	2194	17270	16339	1081	1850	3798	2451	1310	2802	2061	1015	2165	1956	RNA Processing	"ATP-dependent RNA helicases, bacterial"	DEAD-box ATP-dependent RNA helicase DeaD (= CshA) (EC 3.6.4.13)											
WCP94_003859	30	42	9	145	84	15	9	50	6	4	30	5	50	96	85	#N/A	#N/A	hypothetical protein											
WCP94_003860	5	6	3	40	20	5	1	7	2	2	7	0	6	10	13	#N/A	#N/A	#N/A											
WCP94_003861	1409	1487	206	2155	1856	389	333	1681	260	244	823	231	1147	2216	1863	#N/A	#N/A	hypothetical protein											
WCP94_003862	63	61	15	105	61	13	13	95	16	12	44	18	124	207	210	#N/A	#N/A	#N/A											
WCP94_003863	657	699	92	765	687	163	163	473	90	61	376	186	512	1060	1021	#N/A	#N/A	"TRAP-type C4-dicarboxylate transport system, periplasmic component, clustered with pyruvate formate- lyase"											
WCP94_003864	97	72	8	97	98	22	13	51	8	9	36	12	96	170	169	#N/A	#N/A	#N/A											
WCP94_003865	439	390	74	1006	778	114	117	338	90	67	298	108	2520	5071	4204	#N/A	#N/A	Putative inner membrane protein											
WCP94_003866	42	71	21	171	91	6	20	45	7	4	38	8	87	177	160	#N/A	#N/A	#N/A											
WCP94_003867	820	574	99	914	863	173	166	409	111	101	375	85	1449	2754	2233	#N/A	#N/A	hypothetical protein											
WCP94_003868	289	298	32	377	359	80	86	253	43	47	153	51	237	419	323	"Prophages, Transposable elements, Plasmids"	IbrA and IbrB: co-activators of prophage gene expression	Co-activator of prophage gene expression IbrA											
WCP94_003869	20	30	7	27	30	11	4	31	3	4	20	3	17	42	30	#N/A	#N/A	hypothetical protein											
WCP94_003870	66	39	4	58	53	24	25	67	5	8	30	1	68	130	124	"Prophages, Transposable elements, Plasmids"	IbrA and IbrB: co-activators of prophage gene expression	Co-activator of prophage gene expression IbrB											
WCP94_003871	67	55	4	60	75	14	6	75	7	16	55	1	418	738	771	#N/A	#N/A	Periplasmic [FeFe] hydrogenase large subunit (EC1.12.7.2)											
WCP94_003872	115	84	16	105	94	20	34	138	12	26	72	36	470	737	631	#N/A	#N/A	#N/A											
WCP94_003873	104	52	4	68	36	19	37	86	18	19	56	32	109	281	188	#N/A	#N/A	Periplasmic [FeFe] hydrogenase small subunit (EC1.12.7.2)											
WCP94_003874	453	359	53	381	344	119	134	328	61	60	279	136	688	1272	1130	#N/A	#N/A	[FeFe]-hydrogenase maturation protein HydG											
WCP94_003875	930	676	73	679	664	252	261	599	136	124	562	164	716	1446	1236	#N/A	#N/A	[FeFe] hydrogenase (EC 1.12.7.2)											
WCP94_003876	491	375	58	499	411	144	142	282	79	47	278	107	222	421	423	#N/A	#N/A	[FeFe]-hydrogenase maturation protein HydE											
WCP94_003877	783	517	64	765	583	248	191	405	92	95	470	131	961	1899	1575	#N/A	#N/A	[FeFe]-hydrogenase maturation protein HydF											
WCP94_003878	51	18	5	38	22	18	4	26	0	2	23	6	27	52	35	#N/A	#N/A	#N/A											
WCP94_003879	491	175	28	214	174	73	54	215	46	27	149	36	221	445	351	Respiration	NiFe hydrogenase maturation	[NiFe] hydrogenase nickel incorporation- associated protein HypB											
WCP94_003880	268	200	36	264	314	70	57	344	39	31	174	36	1555	3146	2600	#N/A	#N/A	hypothetical protein											
WCP94_003881	10	7	0	20	6	0	1	6	0	2	0	0	27	57	51	#N/A	#N/A	#N/A											
WCP94_003882	17	25	6	63	31	4	5	26	0	0	24	3	262	598	507	#N/A	#N/A	ABC transporter related											
WCP94_003883	16	15	0	18	32	4	10	23	2	0	9	0	227	398	412	#N/A	#N/A	"Nickel ABC transporter, ATP-binding protein NikD(TC 3.A.1.5.3)"											
WCP94_003884	16	14	9	25	17	6	4	19	0	2	7	4	212	453	436	#N/A	#N/A	"ABC transporter, permease protein 2 (cluster 5, nickel/peptides/opines)"											
WCP94_003885	34	42	2	76	64	14	12	56	8	6	23	4	424	985	817	#N/A	#N/A	"Nickel ABC transporter, permease protein NikB (TC 3.A.1.5.3)"											
WCP94_003886	81	65	8	78	72	56	24	72	8	7	92	15	4899	10084	9211	#N/A	#N/A	"Nickel ABC transporter, substrate-binding protein NikA (TC 3.A.1.5.3)"											
WCP94_003887	41	32	5	40	43	16	6	42	10	4	10	2	343	849	636	#N/A	#N/A	SAM-dependent methyltransferase											
WCP94_003888	43	48	8	74	68	22	19	52	2	0	35	4	325	666	547	#N/A	#N/A	SAM-dependent methyltransferase											
WCP94_003889	28	30	1	53	41	15	6	50	0	6	22	14	266	600	548	#N/A	#N/A	"ABC transporter, ATP-binding protein (cluster 8,B12/iron complex)"											
WCP94_003890	23	27	7	74	84	25	14	69	13	9	32	5	1348	2620	2283	#N/A	#N/A	Iron(III) dicitrate transport system permease protein FecD (TC 3.A.1.14.1)											
WCP94_003891	99	102	8	159	107	40	44	97	15	11	75	8	2751	5642	4586	#N/A	#N/A	"ABC transporter, substrate-binding protein (cluster 8, B12/iron complex)"											
WCP94_003892	79	46	17	47	33	27	24	45	0	10	43	22	1871	5595	4977	Amino Acids and Derivatives	Arginine decarboxylase and Agmatinase cluster	Arginine decarboxylase (EC 4.1.1.19)											
WCP94_003893	62	29	14	46	38	4	16	77	1	6	50	1	606	1454	1284	#N/A	#N/A	Arginine/ornithine antiporter ArcD											
WCP94_003894	12	12	2	17	7	2	1	37	2	1	12	4	233	345	579	#N/A	#N/A	#N/A											
WCP94_003895	20	16	0	42	29	0	9	35	1	5	12	15	93	196	196	#N/A	#N/A	hypothetical protein											
WCP94_003896	16	16	0	24	30	6	8	44	2	0	20	6	55	95	97	#N/A	#N/A	#N/A											
WCP94_003897	9	3	0	2	14	2	0	12	0	0	3	0	7	14	6	#N/A	#N/A	#N/A											
WCP94_003898	11	4	0	13	8	0	0	23	6	1	6	3	15	25	23	#N/A	#N/A	#N/A											
WCP94_003899	26	11	3	37	23	6	1	22	8	2	17	4	80	150	118	#N/A	#N/A	#N/A											
WCP94_003900	15	2	1	27	7	6	19	38	1	7	22	5	703	1432	1351	#N/A	#N/A	#N/A											
WCP94_003901	17	8	0	25	12	2	2	19	6	7	13	1	154	473	391	#N/A	#N/A	#N/A											
WCP94_003902	23	13	2	35	12	6	3	16	1	4	20	2	305	736	624	#N/A	#N/A	#N/A											
WCP94_003903	28	53	10	101	67	4	14	62	16	14	21	6	445	836	778	#N/A	#N/A	hypothetical protein											
WCP94_003904	273	231	28	239	272	95	44	250	46	37	158	40	802	1732	1477	#N/A	#N/A	hypothetical protein											
WCP94_003905	113	117	18	101	66	47	27	85	28	21	66	17	1241	2232	2081	#N/A	#N/A	"Death on curing protein, Doc toxin"											
WCP94_003906	123	90	13	56	50	37	23	60	22	16	43	12	2480	3949	4198	#N/A	#N/A	hypothetical protein											
WCP94_003907	9	6	8	10	10	0	5	8	0	4	0	3	2	7	9	#N/A	#N/A	#N/A											
WCP94_003908	31	25	2	47	55	2	1	70	0	4	15	1	38	55	49	#N/A	#N/A	"von Willebrand factor, type A"											
WCP94_003909	6	4	0	18	15	10	1	17	0	0	9	0	423	635	604	#N/A	#N/A	Cobalamine biosynthesis protein											
WCP94_003910	4	2	0	2	1	2	2	5	0	0	2	0	157	331	236	#N/A	#N/A	hypothetical protein											
WCP94_003911	16	3	0	18	12	4	7	24	4	2	12	2	181	469	345	#N/A	#N/A	CobS-like protein											
WCP94_003912	196	143	19	86	92	51	31	141	18	30	81	21	179	293	304	#N/A	#N/A	Uncharacterized protein PRU 2521											
WCP94_003913	18	24	2	32	8	2	4	48	2	0	6	6	193	404	449	#N/A	#N/A	hypothetical protein											
WCP94_003914	18	21	0	24	16	10	4	29	0	8	22	6	21	38	30	#N/A	#N/A	ERF family protein											
WCP94_003915	414	331	55	482	293	72	49	511	55	23	176	77	124	140	186	#N/A	#N/A	hypothetical protein											
WCP94_003916	1219	362	61	417	222	373	106	661	84	49	378	174	201	269	337	#N/A	#N/A	hypothetical protein											
WCP94_003917	62	37	1	128	87	21	10	153	12	9	36	7	79	130	127	#N/A	#N/A	hypothetical protein											
WCP94_003918	40	16	4	33	17	9	3	45	4	0	11	11	28	69	48	#N/A	#N/A	hypothetical protein											
WCP94_003919	1970	913	161	935	964	647	323	974	210	145	1134	243	907	1840	1680	DNA Processing	Type I restriction-modification systems	"Type I restriction-modification system, DNA- methyltransferase subunit M (EC 2.1.1.72)"											
WCP94_003920	934	537	70	420	212	282	103	613	101	62	355	104	204	345	314	DNA Processing	Type I restriction-modification systems	"Type I restriction-modification system, specificity subunit S"											
WCP94_003921	1549	883	156	1300	1142	501	341	1716	165	136	935	249	474	811	817	DNA Processing	Type I restriction-modification systems	"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)"											
WCP94_003922	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	#N/A	#N/A	#N/A											
WCP94_003923	4	0	0	4	0	0	0	1	1	0	0	0	0	0	0	#N/A	#N/A	#N/A											
WCP94_003924	3	17	2	20	8	6	7	14	1	0	14	0	2	0	2	#N/A	#N/A	hypothetical protein											
WCP94_003925	10	17	4	20	13	3	1	17	1	2	6	1	6	7	8	#N/A	#N/A	#N/A											
WCP94_003926	57	40	11	68	48	4	16	39	6	0	14	5	25	40	40	#N/A	#N/A	hypothetical protein											
WCP94_003927	11	15	4	18	21	9	1	13	0	4	6	5	489	666	867	#N/A	#N/A	hypothetical protein											
WCP94_003928	22	9	2	40	22	2	4	43	6	5	12	0	189	537	414	#N/A	#N/A	#N/A											
WCP94_003929	1430	504	86	959	924	408	228	2143	111	79	431	118	310	676	563	#N/A	#N/A	ATPase											
WCP94_003930	1312	637	79	861	637	365	189	1044	119	86	527	151	1579	2669	2615	#N/A	#N/A	hypothetical protein											
WCP94_003931	516	343	77	878	578	214	161	1272	81	123	356	142	271	629	512	#N/A	#N/A	hypothetical protein											
WCP94_003932	369	313	46	662	383	140	98	247	115	135	253	135	287	655	563	#N/A	#N/A	hypothetical protein											
WCP94_003933	18	21	2	42	11	6	0	36	2	6	14	1	17	25	30	#N/A	#N/A	#N/A											
WCP94_003934	78	85	21	387	282	29	31	142	6	9	48	2	101	273	244	#N/A	#N/A	Integrase											
